Part_Number,Supplier,Description,Supplier_Location_Code,Added,Last_Modification,,,,,
N163433B-FDMCAD,KAMAYA INC.,RES TF 6.34K OHMS 1% 63M,80004869,default,,,,,,
N166523B-FDNCAD,KOA CORPORATION,RES,TF,665OHMS,1%,63MW,0,80004924,default,
N168005B-FFMAAE,KOA CORPORATION,RES,TF,6.8OHMS,5%,125MW,,80004924,default,
N168015B-FDMCAD,KOA CORPORATION,RES,TF,68OHMS,5%,63MW,6,80004924,default,
N168015B-FEMAAC,KAMAYA INC.,RES,TF,68OHMS,5%,100MW,0,80004869,default,
N168015B-FJMAAE,KAMAYA INC.,RES,TF,68OHMS,5%,250MW,1,80004869,default,
N168015B-FKMCAF,KOA CORPORATION,RES,TF,68OHMS,5%,500MW,2,80004924,default,
N168023W-FEGBGB,KOA CORPORATION,RES,MO,680OHMS,5%,1W,VIM,80004924,default,
N168025B-FEMAAC,KOA CORPORATION,RES,TF,680OHMS,5%,100MW,,80004924,default,
N168025B-FJMAAE,KAMAYA INC.,RES,TF,680OHMS,5%,250MW,,80004869,default,
N168025B-FLMCAG,KOA CORPORATION,RESISTOR-CHIP,80004924,default,,,,,,
N168035B-FFMAAE,KOA CORPORATION,RESISTOR CHIP,80004924,default,,,,,,
N168035B-FJMAAE,KAMAYA INC.,RES,TF,6.8KOHMS,5%,250MW,80004869,default,,
N168045B-FDMCAC,KOA CORPORATION,RES,TF,68KOHMS,5%,63MW,0,80004924,default,
N168045B-FDMCAD,KOA CORPORATION,RESISTOR CHIP,80004924,default,,,,,,
N168045B-FNMDAC,KOA CORPORATION,RES,TF,68KOHMS,5%,250MW,,80004924,default,
N168133B-FENAAC,KOA CORPORATION,RES,TF,6.81KOHMS,1%,125M,80004924,default,,
N168143B-FDMCAD,KOA CORPORATION,RES,TF,68.1KOHMS,1%,63MW,80004924,default,,
N168153B-FENAAC,KOA CORPORATION,RES,SMD,681KOHMS,1%,80004924,default,,,
N173213B-FENAAC,KOA CORPORATION,RES-CHIP-FN74 ST\WH\CTRL,80004924,default,,,,,,
N173243B-FDNCAD,KAMAYA INC.,RES,TF,73.2KOHMS,1%,63MW,80004869,default,,
N173243B-FENAAC,KAMAYA INC.,RES,SMD,73.2K,1%,100MW,0,80004869,default,
N173243B-FFNAAE,KOA CORPORATION,RES,TF,73.2KOHMS,1%,125M,80004924,default,,
N175013R-FFGAFA,KOA CORPORATION,RES,MO,75OHMS,5%,2W,AXIA,80004924,default,
N175015B-FDMCAD,KOA CORPORATION,RES,TF,75OHMS,5%,63MW,6,80004924,default,
N175023R-FEGAEA,KOA CORPORATION,RES,MO,750OHMS,5%,1W,AXI,80004924,default,
N175025B-FEMAAC,KAMAYA INC.,RES,TF,750OHMS,5%,100MW,,80004869,default,
N175025B-FKMCAF,KOA CORPORATION,RES,TF,750OHMS,5%,500MW,,80004924,default,
N175025B-FLMCAG,KOA CORPORATION,RESISTOR CHIP,80004924,default,,,,,,
N175033B-FENAAC,KOA CORPORATION,RES,TF,7.5KOHMS,1%,100MW,80004924,default,,
N175035B-FDMCAD,KOA CORPORATION,RES,TF,7.5KOHMS,5%,63MW,,80004924,default,
N175035B-FEMAAC,KAMAYA INC.,RES,TF,7.5KOHMS,5%,100MW,80004869,default,,
N175035B-FFMAAE,KOA CORPORATION,RES,TF,7.5KOHMS,5%,125MW,80004924,default,,
N175043B-FENAAC,KAMAYA INC.,RES,TF,75KOHMS,1%,125MW,,80004869,default,
N175045B-FEMAAC,KOA CORPORATION,RES,TF,75KOHMS,5%,100MW,,80004924,default,
N175055B-FDMCAD,KOA CORPORATION,RES,SMD,750K,5%,63MW,60,80004924,default,
N178733B-FDNCAD,VISHAY,RES,TF,7.87K OHMS,1%,100,80004877,default,,
N178743B-FENAAC,KOA CORPORATION,RES,TF,78.7KOHMS,1%,100M,80004924,default,,
N180623B-FFNAAE,KOA CORPORATION,RES,TF,806OHMS,1%,125MW,,80004924,default,
N180633B-FENAAC,KOA CORPORATION,RES,TF,8.06KOHMS,1%,100M,80004924,default,,
N182003R-FFGAFA,KOA CORPORATION,RES,MO,8.2OHMS,5%,2W,AXI,80004924,default,
N182003R-FFGAFA,TTI,RES,MO,8.2OHMS,5%,2W,AXI,80004924,default,
N182015B-FDMCAD,KOA CORPORATION,RES,SMD,82,5%,63MW,06X03,80004924,default,
N182015B-FEMAAC,KAMAYA INC.,RES,TF,82OHMS,5%,100MW,0,80004869,default,
N182025B-FDMCAC,KOA CORPORATION,RES,TF,820OHMS,5%,63MW,0,80004924,default,
N182025B-FDMCAD,KOA CORPORATION,RES,TF,820OHMS,5%,63MW,0,80004924,default,
N182025B-FEMAAC,KOA CORPORATION,RES,TF,820OHMS,5%,100MW,,80004924,default,
N182025B-FFMAAE,KOA CORPORATION,RESISTOR CHIP 820 OHMS,80004924,default,,,,,,
N182025B-FJMAAE,KAMAYA INC.,RES,TF,820OHMS,5%,250MW,,80004869,default,
N182025B-FJMCAE,KOA CORPORATION,RES,TF,820OHMS,5%,250MW,,80004924,default,
N182025B-FKMCAF,KOA CORPORATION,RES,TF,820OHMS,5%,500MW,,80004924,default,
N182035B-FDMCAD,KOA CORPORATION,RESISTOR 0603,80004924,default,,,,,,
N182045B-FDMCAD,KOA CORPORATION,RESISTOR 0603,80004924,default,,,,,,
N182045B-FEMAAC,KOA CORPORATION,RES,TF,82KOHMS,5%,100MW,,80004924,default,
N182503B-FELAAC,KOA CORPORATION,RES,SMD,8.25OHMS,1%,100M,80004924,default,,
N182523B-FENAAC,KOA CORPORATION,RES. CHIP ( 825 1/8W 1%,80004924,default,,,,,,
N182523B-FFNAAE,KOA CORPORATION,RESISTOR CHIP HOND DI,80004924,default,,,,,,
N182533B-FDMCAD,KAMAYA INC.,RES,TF,8.25KOHMS,1%,63MW,80004869,default,,
N182533B-FENAAC,KAMAYA INC.,RES,TF,8.25KOHMS,1%,100M,80004869,default,,
N182533B-FFNAAE,KOA CORPORATION,RESISTOR CHIP,80004924,default,,,,,,
N184543B-FENAAC,KOA CORPORATION,RES,SMD,84.5K,1%,100MW,0,80004924,default,
N186623B-FENAAC,KOA CORPORATION,RESISTOR CHIP,80004924,default,,,,,,
N190923B-FENCAD,KOA CORPORATION,S197DI RES-TF 909OHM,1%,,80004924,default,,,,
N190933B-FENAAC,KOA CORPORATION,RES,TF,9.09KOHMS,1%,100M,80004924,default,,
N190937B-FDTCAD,KOA CORPORATION,RES,TF,9.09KOHMS,0.50%,100,80004924,default,,
N190943B-FDMCAD,KOA CORPORATION,RES,SMD,90.9K,1%,63MW,6,80004924,default,
N191015B-FEMAAC,KOA CORPORATION,RES,TF,91OHMS,5%,100MW,0,80004924,default,
N191025B-FFMAAE,KOA CORPORATION,RES,TF,910OHMS,5%,125MW,,80004924,default,
N191025B-FJMAAE,KAMAYA INC.,RES,TF,910OHMS,5%,250MW,,80004869,default,
N193133B-FENAAC,KAMAYA INC.,RES,TF,9.31KOHMS,1%,100M,80004869,default,,
N193133B-FFNAAE,KOA CORPORATION,RESISTOR ASY,80004924,default,,,,,,
N195333B-FDNCAD,KAMAYA INC.,RES,TF,9.53KOHMS,1%,63MW,80004869,default,,
N210040B-FJAAAD,TAIYO YUDEN,CAP,CERM,10PF,5%,50V,40,80034477,default,
N210040B-FJAAAD,TDK CORPORATION,CAP,CERM,10PF,5%,50V,40,80034477,default,
N210046B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,10PF,5%,50V,60,80004846,default,
N210046B-FJAAAB,KEMET CORPORATION,CAP,CERM,10P,5%,50V,805,80004891,default,
N210146B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,100PF,5%,50V,6,80004846,default,
N210147B-FJAAAD,TAIYO YUDEN,CAP,CERM,100PF,10%,50V,0,80034477,default,
N210148B-FJAAAB,KEMET CORPORATION,CAPACITOR,80004891,default,,,,,,
N210176B-FJAAAB,KAMAYA INC.,CAP,CERM,100P,5%,200V080,80004891,default,,
N210176B-FJAAAB,KEMET CORPORATION,CAP,CERM,100P,5%,200V080,80004891,default,,
N210176B-FJAAAF,KEMET CORPORATION,CAP,CERM,100PF,5%,200V,1,80004891,default,
N210238B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,1NF,20%,25V,60,80004846,default,
N210247B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,1N,10%,50V,603,80004846,default,
N210247B-FKAAAB,KEMET CORPORATION,CAP,CERM,1NF,10%,50V,80,80004891,default,
N210247B-FKAAAD,TAIYO YUDEN,CAP,CERM,1NF,10%,50V,40,80034477,default,
N210248B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,1NF,20%,50V,80,80004846,default,
N210267B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,1NF,10%,100V,8,80004846,default,
N210268B-FJA003,KEMET CORPORATION,CAP,CERM,1NF,20%,100V,8,80004891,default,
N210278B-FKAAAB,KEMET CORPORATION,CAP,CERM,1NF,20%,200V,8,80004891,default,
N210336B-FKAAAA,KEMET CORPORATION,CAP,CERM,10NF,5%,25V,60,80004891,default,
N210337B-FKAAAD,TAIYO YUDEN,CAP,CERM,10NF,10%,25V,4,80034477,default,
N210346B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,5%,50V,80,80004846,default,
N210347B-FKAAAA,KAMAYA INC.,CAP,CERM,10NF,10%,50V,6,80004846,default,
N210347B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,50V,6,80004846,default,
N210347B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,50V,8,80004846,default,
N210348B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,20%,50V,6,80004846,default,
N210348B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,20%,50V,8,80004846,default,
N210367B-FKAAAB,DIGI-KEY,CAP,CERM,10NF,10%,100V,0,80004846,default,
N210367B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,100V,0,80004846,default,
N210367B-FKAFAB,AVX KYOCERA,CAP,CERM,10NF,10%,100V,0,80004913,default,
N210368B-FKA002,KEMET CORPORATION,CAP,CERM,10NF,20%,100V,1,80004891,default,
N210368B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,20%,100V,0,80004846,default,
N210368B-FKACAF,AVX KYOCERA,CAP,CERM,10NF,20%,100V,1,80004913,default,
N210417B-FKEAAD,TAIYO YUDEN,CAP,CERM,100NF,10%,10V,0,80034477,default,
N210427B-FKAAAD,TAIYO YUDEN,CAP,CERM,100NF,10%,16V,0,80034477,default,
N210428B-FKAAAA,AVX KYOCERA,CAP,CERM,100NF,20%,16V,0,80004891,default,
N210428B-FKAAAA,KAMAYA INC.,CAP,CERM,100NF,20%,16V,0,80004891,default,
N210428B-FKAAAA,KEMET CORPORATION,CAP,CERM,100NF,20%,16V,0,80004891,default,
N210437B-FKAAAB,KEMET CORPORATION,CAP,CERM,100NF,10%,25V,0,80004891,default,
N210437B-FKAAAB,TDK CORPORATION,CAP,CERM,100NF,10%,25V,0,80004891,default,
N210438B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,20%,25V,0,80004846,default,
N210447B-FKAAAB,KAMAYA INC.,CAP,CERM,100NF,10%,50V,0,80004846,default,
N210447B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,10%,50V,0,80004846,default,
N210447B-FKAFAB,AVX KYOCERA,CAP,CERM,100NF,10%,50V,0,80004913,default,
N210447C-FKAAAB,AVX KYOCERA,CAP,CERM,100NF,10%,50V,0,80004913,default,
N210467B-FKAAAF,AVX KYOCERA,CAP,CERM,100NF,10%,100V,,80004913,default,
N210468B-FKAAAF,MURATA MANUFACTURING CO LTD,CAP CHIP (.1MF 100V 20%),80004846,default,,,,,,
N210517B-FKAAAB,TAIYO YUDEN,CAP,CERM,1UF,10%,10V,80,80034477,default,
N210517B-FKEAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,1UF,10%,10V,60,80004846,default,
N210527B-FKAAAB,TAIYO YUDEN,CAP,CERM,1UF,10%,16V,80,80034477,default,
N210527B-FKAAAB,TDK CORPORATION,CAP,CERM,1UF,10%,16V,80,80034477,default,
N210527B-FKAAAF,TAIYO YUDEN,CAP,CERM,1U,10%,16V,1206,80004891,default,
N210568B-FKAABK,KEMET CORPORATION,CAP,CERM,1UF,20%,50V,181,80004891,default,
N210617B-FKAABF,TAIYO YUDEN,CAP,CERM,10UF,10%,10V,12,80034477,default,
N210638B-FKAABJ,TAIYO YUDEN,CAP,CERM,10UF,20%,25V,12,80034477,default,
N210942B-FJAAAD,TAIYO YUDEN,CAP,CERM,1PF,25%,50V,40,80034477,default,
N212046B-FJAAAA,KEMET CORPORATION,CAP,CERM,12PF,5%,50V,60,80004891,default,
N212942B-FJAAAB,VAL TECHNOLOGIES, INC,CAP-CHIP RAP & SERVICE,80004846,default,,,,,
N215046B-FJAAAA,KEMET CORPORATION,CAP,CERM,15PF,5%,50V,60,80004891,default,
N215046B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,15PF,5%,50V,60,80004891,default,
N215046B-FJAAAB,MURATA MANUFACTURING CO LTD,CAPACITOR,80004846,default,,,,,,
N215046B-FJAAAD,TDK CORPORATION,CAP,CERM,15PF,5%,50V,40,80004838,default,
N215047B-FJAAAB,KEMET CORPORATION,CAP,CERM,15PF,10%,50V,8,80004891,default,
N215066B-FJAAAB,KEMET CORPORATION,CAP,CERM,15PF,5%,100V,8,80004891,default,
N215247B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,1.5NF,10%,50V,0,80004846,default,
N215266B-FJAAAB,MURATA MANUFACTURING CO LTD,CAP,80004846,default,,,,,,
N215437B-FKAAAB,KEMET CORPORATION,CAP,CERM,150NF,10%,50V,0,80004891,default,
N218042B-FJAAAA,KEMET CORPORATION,CAP,CERM,18PF,1.40%,50V,0,80004891,default,
N218046B-FJAAAD,MURATA MANUFACTURING CO LTD,CAP,CERM,18PF,5%,50V,40,80004846,default,
N218147B-FJAAAA,KEMET CORPORATION,CAP,CERM,180P,10%50V,60,80004891,default,,
N218177B-FJAAAB,KEMET CORPORATION,CAP,CERM,180P,10%,200V,0,80004891,default,
N218248B-FKAFAA,AVX KYOCERA,CAP,CERM,1.8NF,20%,50V,0,80004913,default,
N218347B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,18NF,10%,50V,6,80004846,default,
N220942B-FJAAAD,TAIYO YUDEN,CAP,CERM,2PF,12.50%,50V,0,80034477,default,
N222046B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,22PF,5%,50V,60,80004846,default,
N222066B-FJAAAB,KEMET CORPORATION,CAP,CERM,22PF,5%,100V,8,80004891,default,
N222146B-FJAAAD,TAIYO YUDEN,CAP,CERM,220PF,5%,50V,4,80034477,default,
N222147B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,220PF,10%,50V,0,80004846,default,
N222148B-FKAAAB,AVX KYOCERA,CAPACITOR CHIP,80004846,default,,,,,,
N222166B-FJAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,220PF,5%,100V,0,80004846,default,
N222237B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,2.2NF,10%,25V,0,80004846,default,
N222246B-FJAABB,MURATA MANUFACTURING CO LTD,CAP,CERM,2.2NF,5%,50V,8,80004846,default,
N222247B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,2.2NF,10%,50V,0,80004846,default,
N222247B-FKAAAD,TAIYO YUDEN,CAP,CERM,2.2NF,10%,50V,0,80034477,default,
N222267B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,2.2NF,10%,100V,,80004846,default,
N222278B-FJA001,AGS DEVICES CO,CAP,CERM,2.2NF,20%,200V,,80004913,default,
N222278B-FJA001,AVX KYOCERA,CAP,CERM,2.2NF,20%,200V,,80004913,default,
N222336B-FKAAAB,KEMET CORPORATION,CAP CHIP 25V,80004891,default,,,,,,
N222337B-FKAAAA,ARROW ELECTRONICS INC,CAP,CERM,22N,10%,25V,60,80004891,default,
N222337B-FKAAAA,AVX KYOCERA,CAP,CERM,22N,10%,25V,60,80004891,default,
N222337B-FKAAAA,CHIP ONE EXCHANGE,CAP,CERM,22N,10%,25V,60,80004891,default,
N222337B-FKAAAA,KEMET CORPORATION,CAP,CERM,22N,10%,25V,60,80004891,default,
N222337B-FKAAAB,KEMET CORPORATION,CAP,CERM,22NF,10%,25V,8,80004891,default,
N222347B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,22NF,10%,50V,6,80004846,default,
N222348B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,22NF,20%,50V,8,80004846,default,
N222367B-FKAAAB,KEMET CORPORATION,CAP,CERM,22NF,10%,100V,0,80004891,default,
N222368B-FKAAAB,AVX KYOCERA,CAP,CERM,22NF,20%,100V,0,80004913,default,
N222427B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,220NF,10%,16V,0,80004838,default,
N222427B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,220NF,80034477,default,,,,
N222427B-FKAAAB,TAIYO YUDEN,CAP,CERM,220NF,80034477,default,,,,
N222437B-FKA001,KEMET CORPORATION,CAP,CERM,220NF,10%,25V,0,80004891,default,
N222437B-FKAAAB,KEMET CORPORATION,CAP,CERM,220NF,10%,25V,0,80034477,default,
N222437B-FKAAAB,TAIYO YUDEN,CAP,CERM,220NF,10%,25V,0,80034477,default,
N222444M-FDRBKG,KEMET CORPORATION,CAP,CERM,220NF,10%,50V,R,80004891,default,
N222447B-FKAAAB,TAIYO YUDEN,CAP,CERM,220NF,10%,50V,0,80034477,default,
N222527B-FKAAAF,KEMET CORPORATION,CAP,CERM,2.2UF,10%,16V,1,80004891,default,
N222528B-FKEABA,TAIYO YUDEN,S197,U377 DI,CAPCERM,2.2,80034477,default,,,
N222568B-FKAABK,KEMET CORPORATION,CAP,CERM,2.2UF,20%,100V,,80004891,default,
N222568B-FKAABK,SERENDIPITY ELECTRONICS INC,CAP,CERM,2.2UF,20%,100V,,80004891,default,
N222568B-FKAABK,TDK CORPORATION,CAP,CERM,2.2UF,20%,100V,,80004891,default,
N227046B-FJAAAA,KEMET CORPORATION,CAP,CERM,27PF,5%,50V,60,80004891,default,
N227046B-FJAAAD,TAIYO YUDEN,CAP,CERM,27PF,5%,50V,40,80034477,default,
N227146B-FJAAAA,MURATA MANUFACTURING CO LTD,CAPACITOR 0603,80004846,default,,,,,,
N227146B-FJAAAB,MURATA MANUFACTURING CO LTD,CAPACITOR 270 PF CHIP,80004846,default,,,,,,
N227147B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,270P,10%,50V,6,80004846,default,
N227247B-FKAAAA,KEMET CORPORATION,CAP,CERM,2.7N,10%,50V,6,80004891,default,
N227940B-FJAAAD,TAIYO YUDEN,CAP,CERM,2.7PF,18.50%,50V,80034477,default,,
N233146B-FJAAAA,KEMET CORPORATION,CAP,CERM,330PF,5%,50V,6,80004891,default,
N233237B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,3.3NF,10%,25V,0,80004846,default,
N233246B-FJAAAA,KEMET CORPORATION,CAP,CERM,3.3NF,5%,50V,6,80004891,default,
N233246B-FJAAAF,DIGI-KEY,CAP,CERM,3.3NF,5%,50V,12,80004846,default,
N233246B-FJAAAF,MOUSER ELECTRONICS,CAP,CERM,3.3NF,5%,50V,12,80004846,default,
N233246B-FJAAAF,MURATA MANUFACTURING CO LTD,CAP,CERM,3.3NF,5%,50V,12,80004846,default,
N233247B-FKAAAD,TAIYO YUDEN,CAP,CERM,3.3NF,10%,50V,0,80034477,default,
N233427B-FKAAAB,KEMET CORPORATION,CAP,CERM,330NF,10%,16V,0,80004891,default,
N233942B-FJAAAA,KEMET CORPORATION,CAPACITOR 0603,80004891,default,,,,,,
N239237B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,3.9NF,10%,25V,0,80004846,default,
N239247B-FKAAAA,KEMET CORPORATION,CAP,CERM,3.9NF,10%,50V,0,80004891,default,
N239942B-FJAAAD,TAIYO YUDEN,CAP,CERM,3.9PF,6.40%,50V,,80034477,default,
N247047B-FJAAAA,KEMET CORPORATION,CAPACITOR CHIP TU,80004891,default,,,,,,
N247047B-FJAAAD,MURATA MANUFACTURING CO LTD,CAP,CERM,47PF,10%,50V,4,80004891,default,
N247147B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,470P,10%,50V,6,80004846,default,
N247147B-FKAAAD,TAIYO YUDEN,CAP,CERM,470PF,10%,50V,0,80034477,default,
N247148B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,470PF,20%,50V,0,80004846,default,
N247247B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,4.7N,10%,50V,6,80004846,default,
N247247B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,4.7NF,10%,50V,0,80004846,default,
N247267B-FKAAAB,KEMET CORPORATION,CAP,CERM,4.7N,10%,100V,U,80004891,default,
N247327B-FKAAAD,TAIYO YUDEN,CAP,CERM,47NF,10%,16V,4,80034477,default,
N247337B-FKAAAA,KEMET CORPORATION,CAP,CERM,47NF,10%,25V,6,80004891,default,
N247338B-FKAAAA,KEMET CORPORATION,CAP,CERM,47NF,20%,25V,6,80004891,default,
N247338B-FKAAAA,TDK CORPORATION,CAP,CERM,47NF,20%,25V,6,80004891,default,
N247347B-FKAAAB,KEMET CORPORATION,CAP,CERM,47NF,10%,50V,8,80004891,default,
N247427B-FKAAAB,KEMET CORPORATION,CAP,CERM,470N,10%,16V,8,80034477,default,
N247427B-FKAAAB,TAIYO YUDEN,CAP,CERM,470N,10%,16V,8,80034477,default,
N247608B-FKEABF,TAIYO YUDEN,CAP-CERM 47UF,20%,6.3V,X,80034477,default,,,
N247942B-FJAAAB,AVX KYOCERA,CAP,CERM,4.7PF,0.25%,50V,,80004913,default,
N256046B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,56PF,5%,50V,60,80004846,default,
N256046B-FJAAAD,TAIYO YUDEN,CAP,CERM,56PF,5%,50V,40,80034477,default,
N256146B-FKAAAA,KEMET CORPORATION,CAPACITOR 0603,80004891,default,,,,,,
N256147B-FKAAAB,AVX KYOCERA,CAP,CERM,560PF,10%,50V,0,80004913,default,
N256147B-FKAAAD,ALLIANCE ELECTRONICS DISTRIBUTOR, INC.,CAP-CERM 560PF,10%,50V,,80005156,default,,
N256247B-FKAAAA,AVX KYOCERA,CAPACITOR CHIP,80004913,default,,,,,,
N256347B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,56NF,10%,50V,8,80004846,default,
N268147B-FKAAAA,KEMET CORPORATION,CAPACITOR,,80004891,default,,,,,
N268147B-FKAAAD,TAIYO YUDEN,CAP,CERM,680PF,10%,50V,0,80034477,default,
N280940B-FJAAAD,MURATA MANUFACTURING CO LTD,CAP,CERM,8PF,6.30%,50V,4,80004846,default,
N282147B-FKAAAA,KEMET CORPORATION,CAP,CERM,820PF,10%,50V,0,80004891,default,
N282942B-FJAAAA,MURATA MANUFACTURING CO LTD,CAPACITOR-8.2 PF CHIP +/,80004846,default,,,,,,
N290940B-FJAAAD,TAIYO YUDEN,CAP,CERM,9PF,5.60%,50V,4,80034477,default,
N410032B-FEAAFC,KEMET CORPORATION,CAP,TANT,10UF,20%,16V,TA,80004891,default,
N410032E-FCARBA,NICHICON CORPORATION,CAPICATOR-ALUM ELECT R,80004917,default,,,,,,
N410061B-FEAAFD,KEMET CORPORATION,CAP,TANT,10UF,10%,35V,TA,80004891,default,
N410062C-FDESBB,NICHICON CORPORATION,CAP,ALUM,10UF,20%,35V,SM,80004917,default,
N410072C-FCCSCB,NICHICON CORPORATION,CAP,ALUM,10UF,20%,50V,SM,80004917,default,
N410072C-FDFSDC,NICHICON CORPORATION,CAP,ALUM,10UF,20%,50V,SM,80004917,default,
N4101320-FDCREB,NICHICON CORPORATION,CAP-ALUM 100UF,20%,16V,1,80004917,default,,,
N410132C-FDESCB,NICHICON CORPORATION,CAP,ALUM,100UF,20%,16V,S,80004917,default,
N410152C-FCASDC,NICHICON CORPORATION,CAP,ALUM,100UF,20%,25V,S,80004917,default,
N410152E-FCARDC,NICHICON CORPORATION,CAP,ALUM,100UF,20%,25V,R,80018208,default,
N410152M-FCAREC,NICHICON CORPORATION,CAP,ALUM,100UF,20%,25V,R,80004917,default,
N4101620-FDC002,NICHICON CORPORATION,CAP,ALUM,100UF,20%,35V,R,80004917,default,
N410162C-FCCSAD,AGS DEVICES CO,CAP,ALUM,100UF,20%,35V,R,80004917,default,
N410162C-FCCSAD,NICHICON CORPORATION,CAP,ALUM,100UF,20%,35V,R,80004917,default,
N410162C-FCCSBD,NICHICON CORPORATION,CAP,ALUM,100U,20%,35V,SM,80004917,default,
N410162C-FDESAD,NICHICON CORPORATION,CAP,ALUM,100UF,20%,35V,S,80004917,default,
N410162C-FDF001,NICHICON CORPORATION,CAP,ALUM,100UF,20%,35V,S,80004917,default,
N410162C-FDFSBD,AGS DEVICES CO,CAP,ALUM,100UF,20%,35V,S,80004917,default,
N410162C-FDFSBD,NICHICON CORPORATION,CAP,ALUM,100UF,20%,35V,S,80004917,default,
N410162M-FCCREC,NICHICON CORPORATION,CAP,ALUM,100UF,20%,35V,R,80004917,default,
N4101720-FDCRFC,NICHICON CORPORATION,CAP,ALUM,100UF,20%,50V,R,80004917,default,
N410172C-FCCSBD,NICHICON CORPORATION,CAP,ALUM,100UF,20%,50V,S,80004917,default,
N410172M-FCCRED,NICHICON CORPORATION,CAP,ALUM,100UF,20%,50V,R,80004917,default,
N4101820-FCC002,NICHICON CORPORATION,CAP,ALUM,100UF,20%,63V,R,80004917,default,
N4102320-FCARGA,NICHICON CORPORATION,CAP,ALUM,1MF,20%,16V,RAD,80004917,default,
N4102320-FCCJGA,NICHICON CORPORATION,CAP,ALUM,1MF,20%,16V,RAD,80004917,default,
N4102320-FCCRGA,NICHICON CORPORATION,CAP,ALUM,1M,20%,16V,RADI,80004917,default,
N410232C-FCASAF,NICHICON CORPORATION,CAP,ALUM,1MF,20%,16V,SMD,80004917,default,
N4102520-FCCEFD,NICHICON CORPORATION,CAP,ALUM,1MF,20%,25V,RAD,80004917,default,
N415012B-FEAAFB,KEMET CORPORATION,CAP,TANT,15UF,20%,6V,TA-,80004891,default,
N4182620-FCC001,NICHICON CORPORATION,CAP,ALUM,1.8MF,20%,35V,R,80004917,default,
N422021B-FEBAFC,KEMET CORPORATION,CAP, TANT, 22UF,10%,10V,,80004891,default,
N422022E-FCARCA,NICHICON CORPORATION,CAP AL EL 20%,80004917,default,,,,,,
N422052C-FDESBB,NICHICON CORPORATION,CAP,ALUM,22UF,20%,25V,SM,80004917,default,
N422072C-FCASCB,NICHICON CORPORATION,CAP,ALUM,22UF,20%,50V,SM,80004917,default,
N422072M-FCCRCD,DIGI-KEY,CAP,ALUM,22UF,20%,50V,RA,80004917,default,
N422162C-FDESAD,NICHICON CORPORATION,CAPACITOR ALUM. 105C,220,80004917,default,,,,,
N422162M-FDERFB,NICHICON CORPORATION,CAP,ALUM,220UF,20%,35V,R,80004917,default,
N422162M-FDERFC,NICHICON CORPORATION,CAP,ALUM,220UF,20%,35V,R,80004917,default,
N422232M-FCCRFE,DIGI-KEY,CAPACITOR,80004917,default,,,,,,
N422952B-FEAAFC,KEMET CORPORATION,CAPACITOR-2.2UF TANT 25V,80004891,default,,,,,,
